2016-08-08,78
2016-10-13,76.8
2016-08-09,77.5
2016-08-03,78
2016-10-08,78.6
2016-10-01,79.2
2016-12-03,76.9
2016-11-06,78
2016-07-24,77.5
2016-09-10,76.7
2016-11-22,79
2016-09-23,78.5
2016-08-12,76.3
2016-12-12,80.9
2016-07-12,78.2
2016-10-07,78.3
2016-07-26,78.4
2016-12-08,79.2
2016-07-07,78.3
2016-09-28,78
2016-07-25,77.7
2016-06-27,77.6
2016-09-20,78.2
2016-07-04,79
2016-10-17,79.1
2016-08-26,75.8
2016-06-28,77.7
2016-09-02,76.8
2016-07-20,77.4
2016-07-09,77.2
2016-10-09,78.2
2016-09-05,77.2
2016-10-20,77.9
2016-11-14,77.4
2016-06-26,77.2
2016-10-22,77.6
2016-09-09,77.8
2016-08-28,76.5
2016-08-06,77.6
2016-07-14,77.4
2016-07-30,78
2016-11-23,78.8
2016-08-04,77.1
2016-07-06,78.5
2016-11-02,77.9
2016-12-11,80.2
2016-09-04,77.3
2016-07-17,77.9
2016-09-22,77.6
2016-10-24,77.6
2016-10-21,77.6
2016-10-15,77.8
2016-06-22,75.6
2016-08-31,76.2
2016-12-04,77.7
2016-10-11,77.4
2016-10-16,77.9
2016-11-30,76.6
2016-12-10,79
2016-08-21,76.2
2016-09-29,78
2016-11-25,78.5
2016-07-19,77.8
2016-09-01,76.5
2016-06-23,75.4
2016-07-01,77.2
2016-09-17,79.1
2016-10-18,79.2
2016-08-24,76.2
2016-08-10,77.2
2016-10-06,78.4
2016-10-05,78.6
2016-08-25,75.4
2016-07-11,78.5
2016-11-20,78.1
2016-07-31,77.1
2016-11-26,78.6
2016-11-10,77.6
2016-08-11,77.3
2016-09-19,78.3
2016-11-01,77.3
2016-08-15,76.9
2016-08-01,77.6
2016-09-03,77.2
2016-11-21,78.6
2016-07-02,77.4
2016-10-02,78.6
2016-11-08,77.2
2016-09-26,78.5
2016-11-07,77.3
2016-10-30,77.6
2016-12-14,80
2016-11-18,76.6
2016-08-14,76.9
2016-09-15,77
2016-09-18,78.8
2016-09-27,78.2
2016-11-27,77.1
2016-07-10,78.5
2016-07-03,77.5
2016-10-03,78.4
2016-08-30,76.7
2016-08-20,76.4
2016-12-01,76.7
2016-07-29,77.9
2016-07-21,77.9
2016-09-11,77.2
2016-06-30,78.2
2016-08-16,77
2016-09-25,78.9
2016-08-07,77.8
2016-08-18,77.2
2016-08-19,76.9
2016-12-13,80.3
2016-11-24,78.6
2016-11-19,77.4
2016-11-16,78
2016-08-23,75.2
2016-07-13,77.4
2016-07-16,77.1
2016-11-11,77.6
2016-11-29,77.7
2016-07-22,78.4
2016-11-05,77.3
2016-07-15,77.3
2017-08-02,73.8
2017-08-03,74
2017-08-04,74
2017-08-05,73.9
2017-08-06,74.4
2017-08-07,74.6
2017-08-08,74
2017-08-09,74.4
2017-08-10,74.4
2017-08-11,74.3
2017-08-12,73.8
2017-08-13,73.6
2017-08-14,75
2017-08-15,74.5
2017-08-16,74
2017-08-17,74.6
2017-08-18,74
2017-08-19,74.1
2017-08-20,74.5
2017-08-21,75.4
2017-08-22,73.9
2017-08-23,74.1
2017-08-24,74.2
2017-08-25,74.3
2017-08-26,74.2
2017-08-27,75
2017-08-28,75
2017-09-01,75.4
2017-09-02,75.2
2017-09-03,75.2
2017-09-04,75.7
2017-09-05,75.2
2017-09-06,74.8
2017-10-11,75.6
2017-11-26,74.9
2017-11-27,74.9
2018-01-28,73.4
2018-01-29,72.8
2018-01-30,73.2
2018-01-31,74
2018-02-01,72.9
2018-04-12,74.3
2018-04-13,74.8
2018-04-14,74
2018-04-15,73.8
2018-04-16,74.1
2018-04-17,74
2018-04-18,74.4
2018-04-19,74.5
2018-04-20,74.1
2018-04-21,75
2018-04-22,74.8
2018-04-23,75.2
2018-05-01,74.4
2018-05-02,73.5
2018-05-03,74.3
2018-05-04,73.8
2018-05-05,74.2
2018-05-06,75.2
2018-05-24,74.4
2018-05-25,74.8
2018-05-26,74.6
2018-05-27,75.3
2018-05-28,74.2
2018-05-29,74.8
2018-05-30,75.3
2018-06-01,74.6
2018-06-04,74.1
2018-06-13,74.4
2018-06-14,74.5
2018-06-15,75
2018-06-16,74.4
2018-09-25,75
2018-10-11,74.7
2018-10-12,74.3
2018-10-13,74.1
2018-10-14,73.6
2018-10-22,73.7
2018-10-23,73
2018-10-24,73.7
2018-10-25,73.2
2018-10-26,73
2018-11-13,74.2
2018-11-14,73.4
2018-11-15,74
2018-11-28,74.4
2018-11-29,74.2
2018-11-30,74
2018-12-04,74.2
2018-12-05,74.2
2018-12-06,74.4
2018-12-09,74.2
2018-12-10,74.6
2018-12-11,73.6
2018-12-12,73.9
2018-12-13,74.1
2018-12-18,74.4
2018-12-19,74.1
2018-12-22,73.8
2019-01-16,75
2019-01-17,75.2
2019-01-18,75.2
2019-01-19,74.5
2019-02-07,74.5
2019-01-20,74.6
2019-01-28,75.3
2019-02-08,74.5
2019-02-09,74.5
2019-02-14,74.1
2017-06-12,78.4
2017-06-13,78.2
2017-07-12,75.2
2017-07-13,75
2017-07-14,75.4
2017-07-15,75
2017-07-16,74.9
2017-07-17,75.2
2017-07-18,74.6
2017-07-19,74.4
2017-07-20,74.3
2017-07-21,74.5
2017-07-22,74.8
2017-07-23,75.4
2017-07-24,75.8
2017-07-25,74
2017-07-26,73.8
2017-07-27,73.7
2017-09-13,75.3
2017-09-14,75
2017-09-15,75.3
2017-09-16,75.6
2017-09-17,75.5
2017-09-18,76.5
2017-09-19,75.3
2017-09-20,75.1
2017-09-21,75.6
2017-09-22,74.5
2017-09-23,74.4
2017-09-24,76.2
2017-09-25,75.4
2018-02-02,73.6
2018-02-03,73.2
2018-02-04,73.6
2018-02-05,73.2
2018-02-06,73
2018-02-07,72.8
2018-05-21,74.6
2018-05-22,75
2018-07-04,75.1
2018-07-05,74.4
2018-07-06,74.4
2018-07-07,74.4
2018-08-15,75.3
2018-08-16,75.4
2018-08-17,74.8
2018-08-18,74.3
2018-08-19,74.5
2018-08-20,75.5
2018-08-21,74.5
2018-08-22,74.2
2018-08-23,74.5
2018-08-24,74.6
2018-08-25,74.9
2018-09-10,74.6
2018-09-11,74.8
2018-09-12,74.7
2018-09-13,74.9
2018-09-21,74.8
2018-09-22,74.9
2018-09-23,75.1
2018-09-24,74.3
2018-11-16,73.8
2018-12-07,74.4
2018-12-23,73.7
2018-12-24,74.9
2018-12-25,75
2018-12-26,74.3
2018-12-27,74.9
2018-12-28,74.6
2018-12-30,74.8
2019-01-07,74.6
2019-01-12,74.4
2019-01-13,74.6
2019-01-21,74.6
2019-01-22,74.6
2019-01-24,74.5
